id,year,loan_limit,gender,approv_in_adv,loan_type,loan_purpose,credit_worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,interest_rate_spread,upfront_charges,term,neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,secured_by,total_units,income,credit_type,credit_score,co-applicant_credit_type,age,submission_of_application,ltv,region,security_type,status,dtir1,income_to_loan_ratio,emi_estimate,emi_income_ratio
66214,2019,conforming,female,no_preapproval,type1,p3,l1,nopc,non_business,466500,3.875,0.2747,10358.66,360.0,no,no,not_lpsm,638000.0,sb,pr,home,1u,7320.0,cib,668,cib,45-54,not_inst,73.11912226,north,direct,0,36.0,0.015691318327974275,1295.8333333333333,0.1770264116575592
136857,2019,conforming,joint,no_preapproval,type2,p3,l1,nopc,business,156500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,418000.0,sb,pr,home,1u,3240.0,equi,821,exp,55-64,to_inst,75.11160714,south,direct,1,39.0,0.020702875399361022,434.72222222222223,0.13417352537722907
84463,2019,conforming,joint,no_preapproval,type2,p3,l1,nopc,business,136500,3.99,0.3858,2555.5550000000003,360.0,yes,no,not_lpsm,168000.0,sb,pr,home,1u,2220.0,cib,827,exp,55-64,to_inst,81.25,north,direct,1,38.0,0.016263736263736263,379.1666666666667,0.1707957957957958
129234,2019,conforming,joint,no_preapproval,type1,p1,l1,nopc,non_business,406500,3.99,0.3858,2555.5550000000003,360.0,yes,no,not_lpsm,508000.0,sb,pr,home,1u,5940.0,cib,508,exp,<25,to_inst,80.01968504,south,direct,1,44.0,0.014612546125461255,1129.1666666666667,0.19009539842873177
97740,2019,conforming,female,no_preapproval,type2,p4,l1,nopc,business,366500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,418000.0,sb,pr,home,1u,0.0,equi,813,exp,25-34,to_inst,75.11160714,south,direct,1,39.0,0.0,1018.0555555555555,inf
151852,2019,non_conforming,joint,preapproved,type2,p1,l1,nopc,business,326500,3.375,0.6281,10272.39,360.0,no,no,not_lpsm,348000.0,sb,pr,home,1u,5040.0,exp,794,exp,45-54,not_inst,93.82183908,north,direct,0,41.0,0.015436447166921899,906.9444444444445,0.17994929453262787
119328,2019,conforming,joint,no_preapproval,type1,p4,l1,nopc,non_business,456500,4.625,0.222,1045.0,360.0,no,no,not_lpsm,518000.0,sb,pr,home,1u,7740.0,exp,584,exp,25-34,not_inst,88.12741313,north,direct,0,36.0,0.016955093099671414,1268.0555555555557,0.16383146712604077
137051,2019,conforming,female,no_preapproval,type1,p3,l1,nopc,non_business,116500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,238000.0,sb,pr,home,1u,3060.0,cib,548,cib,>74,to_inst,48.94957983,north,direct,1,25.0,0.02626609442060086,323.6111111111111,0.10575526506899055
84184,2019,conforming,joint,no_preapproval,type1,p3,l1,nopc,non_business,206500,3.99,0.3858,2555.5550000000003,360.0,yes,no,not_lpsm,398000.0,sb,pr,home,1u,3840.0,exp,710,exp,25-34,not_inst,51.88442211,north,direct,1,36.0,0.018595641646489105,573.6111111111111,0.14937789351851852
122703,2019,conforming,joint,no_preapproval,type1,p4,l1,nopc,non_business,586500,4.25,-0.088,0.0,360.0,no,no,not_lpsm,738000.0,sb,pr,home,1u,6900.0,crif,857,exp,25-34,not_inst,79.47154472,north,direct,0,48.0,0.011764705882352941,1629.1666666666667,0.23611111111111113
166253,2019,conforming,female,no_preapproval,type1,p3,l1,nopc,non_business,146500,4.875,0.8316,4210.0,360.0,yes,no,not_lpsm,188000.0,sb,pr,home,1u,4020.0,exp,656,cib,55-64,to_inst,77.92553191,north,direct,0,39.0,0.02744027303754266,406.94444444444446,0.10122996130458817
158764,2019,conforming,joint,no_preapproval,type1,p1,l1,nopc,non_business,416500,4.875,0.397,828.52,360.0,no,no,not_lpsm,558000.0,sb,ir,home,1u,6240.0,crif,508,exp,25-34,not_inst,74.64157706,north,direct,0,45.0,0.014981992797118848,1156.9444444444443,0.1854077635327635
101731,2019,conforming,sex not available,no_preapproval,type1,p3,l1,nopc,non_business,246500,4.25,0.0607,7750.0,360.0,yes,no,not_lpsm,428000.0,sb,pr,home,1u,3840.0,cib,567,cib,35-44,to_inst,57.59345794,south,direct,0,24.0,0.015578093306288033,684.7222222222222,0.1783130787037037
93621,2019,conforming,female,no_preapproval,type1,p3,l1,nopc,non_business,116500,4.875,0.8079,3344.4,360.0,no,no,not_lpsm,148000.0,sb,pr,home,1u,1800.0,cib,810,cib,55-64,to_inst,78.71621622,north,direct,0,38.0,0.015450643776824034,323.6111111111111,0.17978395061728394
55219,2019,conforming,female,no_preapproval,type1,p4,l1,nopc,non_business,366500,3.625,-0.013,0.0,360.0,no,no,not_lpsm,568000.0,sb,pr,home,1u,5760.0,exp,618,cib,45-54,not_inst,64.52464789,north,direct,0,26.0,0.015716234652114597,1018.0555555555555,0.1767457561728395
85770,2019,conforming,joint,no_preapproval,type1,p3,l1,nopc,non_business,116500,3.99,0.3858,2555.5550000000003,180.0,no,no,not_lpsm,188000.0,sb,pr,home,1u,3780.0,crif,573,exp,65-74,to_inst,61.96808511,north,direct,1,37.0,0.03244635193133047,647.2222222222222,0.171222810111699
66770,2019,conforming,sex not available,no_preapproval,type2,p4,l1,nopc,business,256500,3.49,0.6882,0.0,360.0,no,no,not_lpsm,308000.0,sb,pr,home,1u,5820.0,exp,819,cib,25-34,to_inst,83.27922078,south,direct,0,39.0,0.022690058479532163,712.5,0.12242268041237113
172034,2019,conforming,male,no_preapproval,type1,p1,l1,nopc,non_business,376500,3.99,0.335,1074.0,360.0,no,no,not_lpsm,428000.0,sb,sr,home,1u,4680.0,cib,854,cib,65-74,not_inst,87.96728972,north,direct,0,48.0,0.01243027888446215,1045.8333333333333,0.22346866096866094
159439,2019,conforming,sex not available,no_preapproval,type2,p4,l1,nopc,business,286500,4.125,1.4689,0.0,360.0,no,no,not_lpsm,348000.0,sb,pr,home,1u,5820.0,exp,836,exp,35-44,to_inst,82.32758621,south,direct,0,39.0,0.02031413612565445,795.8333333333334,0.13674112256586485
141363,2019,conforming,sex not available,no_preapproval,type1,p3,l1,nopc,non_business,216500,3.99,0.7347,6170.0,360.0,no,no,not_lpsm,558000.0,sb,pr,home,1u,5520.0,cib,800,cib,65-74,to_inst,38.79928315,south,direct,0,22.0,0.025496535796766744,601.3888888888889,0.10894726247987117
154136,2019,non_conforming,female,no_preapproval,type1,p1,l1,nopc,non_business,446500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,418000.0,sb,sr,home,1u,11640.0,equi,681,exp,45-54,not_inst,75.11160714,north,direct,1,39.0,0.02606942889137738,1240.2777777777778,0.10655307369224895
52777,2019,conforming,sex not available,preapproved,type2,p1,l1,nopc,business,106500,4.25,1.8916,1722.53,360.0,no,no,not_lpsm,108000.0,sb,pr,home,1u,4080.0,cib,634,cib,25-34,to_inst,98.61111111,south,direct,0,41.0,0.03830985915492958,295.8333333333333,0.07250816993464052
53139,2019,conforming,sex not available,no_preapproval,type1,p4,l1,nopc,non_business,236500,4.0,0.4452,5787.03,360.0,no,no,not_lpsm,308000.0,sb,pr,home,1u,5100.0,exp,559,cib,55-64,not_inst,76.78571429,south,direct,0,25.0,0.02156448202959831,656.9444444444445,0.12881263616557734
84864,2019,conforming,joint,preapproved,type2,p4,l1,nopc,business,196500,3.75,0.5623,0.0,360.0,no,no,not_lpsm,258000.0,sb,pr,home,1u,5820.0,cib,572,exp,>74,to_inst,76.1627907,north,direct,0,39.0,0.029618320610687022,545.8333333333334,0.09378579610538373
122099,2019,conforming,male,no_preapproval,type1,p1,l1,nopc,non_business,386500,3.375,-0.1798,3325.0,360.0,no,no,not_lpsm,728000.0,sb,pr,home,1u,10140.0,crif,584,cib,35-44,not_inst,53.09065934,north,direct,0,30.0,0.026235446313065975,1073.611111111111,0.10587880780188472
25677,2019,conforming,sex not available,no_preapproval,type1,p3,l1,nopc,non_business,256500,4.75,0.3518,995.67,360.0,no,no,not_lpsm,318000.0,sb,pr,home,1u,9060.0,exp,745,exp,35-44,not_inst,80.66037736,south,direct,0,24.0,0.03532163742690059,712.5,0.07864238410596026
132405,2019,conforming,sex not available,no_preapproval,type2,p3,l1,nopc,business,36500,3.99,1.7885,1436.93,360.0,no,yes,not_lpsm,38000.0,sb,pr,home,1u,1140.0,crif,871,cib,55-64,to_inst,96.05263158,south,direct,0,21.0,0.03123287671232877,101.38888888888889,0.08893762183235868
111984,2019,conforming,female,no_preapproval,type1,p3,l1,nopc,non_business,226500,4.625,0.4146,2275.0,360.0,no,no,not_lpsm,418000.0,sb,pr,home,1u,4080.0,crif,558,cib,65-74,to_inst,54.18660287,south,direct,0,36.0,0.018013245033112583,629.1666666666666,0.15420751633986926
143909,2019,conforming,male,no_preapproval,type1,p3,l1,nopc,non_business,226500,3.75,0.056,1102.5,360.0,no,no,not_lpsm,388000.0,sb,pr,home,1u,3900.0,exp,692,cib,45-54,not_inst,58.37628866,south,direct,0,30.0,0.017218543046357615,629.1666666666666,0.1613247863247863
32564,2019,conforming,male,no_preapproval,type1,p4,l1,nopc,non_business,616500,3.56,-0.0315,9000.0,360.0,no,no,not_lpsm,908000.0,sb,pr,home,1u,10500.0,crif,852,cib,25-34,not_inst,67.89647577,north,direct,0,35.0,0.0170316301703163,1712.5,0.1630952380952381
95143,2019,conforming,sex not available,no_preapproval,type1,p4,l1,nopc,non_business,226500,3.99,0.3961,4374.69,360.0,no,no,not_lpsm,308000.0,sb,pr,home,1u,4380.0,crif,548,cib,35-44,to_inst,73.53896104,south,direct,0,49.0,0.01933774834437086,629.1666666666666,0.14364535768645356
38894,2019,conforming,male,preapproved,type1,p1,l1,nopc,non_business,336500,4.125,0.0733,4375.0,360.0,no,no,not_lpsm,358000.0,sb,pr,home,1u,5280.0,cib,563,cib,25-34,not_inst,93.99441341,south,direct,0,32.0,0.015690936106983654,934.7222222222222,0.17703072390572389
141939,2019,conforming,joint,preapproved,type1,p1,l1,nopc,non_business,296500,4.375,0.2413,250.0,360.0,no,no,not_lpsm,428000.0,sb,pr,home,1u,6360.0,crif,664,exp,35-44,to_inst,69.27570093,north,direct,0,36.0,0.02145025295109612,823.6111111111111,0.12949860237596086
81980,2019,conforming,sex not available,no_preapproval,type1,p3,l1,nopc,non_business,346500,4.125,0.6748,11462.18,360.0,no,no,not_lpsm,508000.0,sb,pr,home,1u,5880.0,cib,503,exp,45-54,to_inst,68.20866142,south,direct,0,43.0,0.01696969696969697,962.5,0.1636904761904762
42855,2019,conforming,female,no_preapproval,type1,p3,l1,nopc,non_business,486500,4.375,0.5166,6564.88,180.0,no,no,not_lpsm,758000.0,sb,pr,home,2u,7800.0,cib,674,cib,55-64,not_inst,64.18205805,south,direct,0,44.0,0.016032887975334018,2702.777777777778,0.34650997150997154
142964,2019,conforming,sex not available,no_preapproval,type1,p4,l1,nopc,non_business,436500,3.75,-0.0149,14900.87,300.0,no,no,not_lpsm,738000.0,sb,pr,home,1u,8940.0,cib,660,cib,55-64,to_inst,59.14634146,south,direct,0,38.0,0.020481099656357388,1455.0,0.16275167785234898
110894,2019,conforming,sex not available,preapproved,type1,p4,l1,nopc,non_business,476500,3.5,-0.25,0.0,360.0,no,no,not_lpsm,798000.0,sb,pr,home,1u,8400.0,exp,707,cib,55-64,not_inst,59.71177945,south,direct,0,21.0,0.01762854144805876,1323.611111111111,0.1575727513227513
108713,2019,conforming,joint,no_preapproval,type1,p3,l1,nopc,non_business,306500,3.625,-0.1026,789.0,360.0,no,no,not_lpsm,678000.0,sb,pr,home,1u,3600.0,cib,791,exp,>74,not_inst,45.20648968,north,direct,0,43.0,0.011745513866231648,851.3888888888889,0.2364969135802469
152639,2019,conforming,female,no_preapproval,type1,p3,l1,nopc,non_business,236500,3.25,-0.1177,7100.0,360.0,no,yes,not_lpsm,358000.0,sb,pr,home,1u,1800.0,exp,669,cib,65-74,to_inst,66.06145251,north,direct,0,49.0,0.007610993657505285,656.9444444444445,0.36496913580246915
138509,2019,conforming,joint,no_preapproval,type1,p4,l1,nopc,non_business,416500,4.375,-0.0589,459.0,360.0,no,no,not_lpsm,588000.0,sb,pr,home,1u,9060.0,exp,860,exp,35-44,not_inst,70.83333333,north,direct,0,26.0,0.021752701080432174,1156.9444444444443,0.1276980623007113
127421,2019,conforming,joint,preapproved,type2,p3,l1,nopc,business,326500,5.25,1.5659,0.0,360.0,no,no,not_lpsm,388000.0,sb,pr,home,1u,7200.0,crif,775,exp,35-44,to_inst,84.14948454,central,direct,0,44.0,0.022052067381316997,906.9444444444445,0.1259645061728395
36497,2019,conforming,joint,no_preapproval,type1,p4,l1,nopc,non_business,566500,3.69,0.1821,5600.0,360.0,no,no,not_lpsm,618000.0,sb,pr,home,1u,12300.0,cib,645,exp,35-44,not_inst,91.66666667,north,direct,0,20.0,0.02171226831421006,1573.611111111111,0.12793586269196025
64120,2019,conforming,sex not available,no_preapproval,type1,p4,l1,nopc,non_business,586500,3.99,0.5027,9293.75,360.0,no,no,not_lpsm,1208000.0,sb,pr,home,3u,9360.0,cib,514,exp,55-64,to_inst,48.5513245,south,direct,0,41.0,0.015959079283887467,1629.1666666666667,0.17405626780626782
37737,2019,conforming,joint,no_preapproval,type1,p4,l1,nopc,non_business,726500,3.875,0.1987,1824.93,360.0,no,no,not_lpsm,1088000.0,sb,pr,home,1u,11460.0,cib,730,exp,45-54,not_inst,66.77389706,north,direct,0,38.0,0.015774260151410875,2018.0555555555557,0.17609559821601709
39506,2019,conforming,male,no_preapproval,type3,p3,l1,nopc,non_business,386500,3.625,0.0225,4756.25,360.0,no,no,not_lpsm,598000.0,sb,pr,home,1u,4620.0,cib,653,cib,65-74,to_inst,64.63210702,central,direct,0,43.0,0.011953428201811125,1073.611111111111,0.2323833573833574
88851,2019,conforming,joint,no_preapproval,type1,p3,l1,nopc,non_business,326500,3.99,0.4844,11419.65,360.0,no,no,not_lpsm,468000.0,sb,pr,home,1u,5220.0,cib,832,exp,45-54,to_inst,69.76495726,central,direct,0,41.0,0.015987748851454823,906.9444444444445,0.17374414644529587
168656,2019,conforming,male,no_preapproval,type1,p1,l1,nopc,non_business,446500,3.25,-0.3842,6284.38,360.0,no,yes,not_lpsm,748000.0,sb,pr,home,1u,8520.0,exp,785,exp,65-74,to_inst,59.69251337,north,direct,0,25.0,0.01908174692049272,1240.2777777777778,0.14557250912884717
154027,2019,conforming,female,no_preapproval,type1,p4,l1,nopc,non_business,446500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,1128000.0,sb,pr,home,1u,3540.0,crif,538,cib,55-64,to_inst,39.58333333,north,direct,1,19.0,0.007928331466965286,1240.2777777777778,0.3503609541745135
105817,2019,conforming,sex not available,preapproved,type1,p1,l1,nopc,non_business,556500,4.125,0.1938,1594.86,360.0,no,no,not_lpsm,628000.0,sb,pr,home,1u,8100.0,crif,568,exp,35-44,not_inst,88.61464968,north,direct,0,34.0,0.014555256064690027,1545.8333333333333,0.19084362139917693
79540,2019,conforming,male,no_preapproval,type1,p3,l1,nopc,non_business,196500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,208000.0,sb,pr,home,1u,4920.0,cib,729,cib,45-54,to_inst,94.47115385,south,direct,1,35.0,0.025038167938931297,545.8333333333334,0.11094173441734419
53664,2019,conforming,male,no_preapproval,type1,p3,l1,nopc,non_business,356500,3.75,0.2261,11003.5,360.0,no,no,not_lpsm,568000.0,sb,ir,home,3u,5520.0,cib,530,cib,35-44,not_inst,62.76408451,south,direct,0,18.0,0.015483870967741935,990.2777777777778,0.17939814814814817
123811,2019,conforming,joint,no_preapproval,type1,p4,l1,nopc,non_business,116500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,138000.0,sb,ir,home,1u,5940.0,exp,654,exp,55-64,to_inst,84.42028986,central,direct,1,49.0,0.050987124463519315,323.6111111111111,0.054479985035540586
101020,2019,conforming,female,no_preapproval,type1,p3,l1,nopc,non_business,626500,3.625,0.044,4200.0,360.0,no,no,not_lpsm,1318000.0,sb,pr,home,1u,9180.0,exp,702,cib,35-44,not_inst,47.53414264,north,direct,0,30.0,0.014652833200319234,1740.2777777777778,0.18957274267731786
161760,2019,conforming,sex not available,preapproved,type1,p1,l1,nopc,non_business,366500,4.5,0.9551,4949.0,360.0,no,no,not_lpsm,418000.0,sb,pr,home,1u,10620.0,cib,501,exp,35-44,to_inst,87.67942584,south,direct,0,41.0,0.02897680763983629,1018.0555555555555,0.095862105042896
37776,2019,conforming,female,no_preapproval,type2,p4,l1,nopc,business,176500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,418000.0,sb,pr,home,1u,3840.0,equi,550,exp,45-54,not_inst,75.11160714,central,direct,1,39.0,0.021756373937677053,490.27777777777777,0.12767650462962962
120118,2019,conforming,joint,no_preapproval,type3,p3,l1,nopc,non_business,246500,3.99,0.3858,2555.5550000000003,360.0,no,no,lpsm,348000.0,sb,pr,home,1u,4320.0,crif,830,exp,65-74,to_inst,70.83333333,north,direct,1,9.0,0.017525354969574036,684.7222222222222,0.15850051440329216
29680,2019,conforming,female,no_preapproval,type1,p3,l1,nopc,non_business,256500,4.875,0.6507,1796.0,360.0,yes,no,not_lpsm,328000.0,sb,pr,home,1u,4380.0,exp,813,cib,45-54,to_inst,78.20121951,south,direct,0,39.0,0.017076023391812866,712.5,0.16267123287671234
80416,2019,conforming,sex not available,preapproved,type1,p4,l1,nopc,non_business,536500,3.99,0.192,2555.5550000000003,360.0,no,no,not_lpsm,728000.0,sb,pr,home,1u,9060.0,crif,581,exp,45-54,not_inst,73.69505495,south,direct,0,37.0,0.016887232059645853,1490.2777777777778,0.16448982094677458
42123,2019,conforming,female,no_preapproval,type3,p3,l1,nopc,non_business,106500,4.125,-0.2448,1393.27,360.0,yes,no,not_lpsm,128000.0,sb,pr,home,1u,1680.0,cib,847,cib,>74,to_inst,83.203125,north,direct,0,47.0,0.015774647887323943,295.8333333333333,0.17609126984126983
49904,2019,conforming,joint,no_preapproval,type1,p1,l1,nopc,non_business,356500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,618000.0,sb,pr,home,1u,4680.0,cib,779,exp,45-54,to_inst,57.68608414,north,direct,1,55.0,0.013127629733520337,990.2777777777778,0.21159781576448244
163687,2019,conforming,sex not available,preapproved,type1,p1,l1,nopc,non_business,276500,3.99,0.7375,6437.43,360.0,no,no,not_lpsm,288000.0,sb,pr,home,1u,7140.0,cib,502,cib,45-54,to_inst,96.00694444,south,direct,0,42.0,0.025822784810126582,768.0555555555555,0.10757080610021787
41117,2019,conforming,male,no_preapproval,type1,p4,l1,nopc,non_business,216500,3.99,0.3858,2555.5550000000003,360.0,no,yes,not_lpsm,418000.0,sb,pr,home,1u,2700.0,equi,516,exp,25-34,not_inst,75.11160714,north,direct,1,39.0,0.012471131639722863,601.3888888888889,0.2227366255144033
82998,2019,conforming,female,no_preapproval,type1,p4,l2,nopc,non_business,256500,3.99,0.3858,2555.5550000000003,300.0,no,no,not_lpsm,418000.0,sb,pr,home,1u,6300.0,equi,828,exp,45-54,to_inst,75.11160714,north,direct,1,39.0,0.02456140350877193,855.0,0.1357142857142857
63633,2019,conforming,male,no_preapproval,type1,p4,l1,nopc,non_business,386500,4.125,0.3902,0.0,300.0,no,no,not_lpsm,858000.0,sb,pr,home,1u,8340.0,exp,782,cib,35-44,not_inst,45.04662005,north,direct,0,35.0,0.021578266494178527,1288.3333333333333,0.15447641886490807
171061,2019,conforming,male,no_preapproval,type1,p1,l1,nopc,non_business,226500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,418000.0,sb,pr,home,1u,3120.0,equi,839,exp,<25,to_inst,75.11160714,north,direct,1,39.0,0.013774834437086093,629.1666666666666,0.20165598290598288
41923,2019,conforming,sex not available,no_preapproval,type3,p3,l1,nopc,non_business,196500,3.25,-0.0593,6724.39,360.0,no,no,not_lpsm,498000.0,sb,pr,home,1u,2160.0,crif,712,exp,65-74,to_inst,39.45783133,south,direct,0,51.0,0.01099236641221374,545.8333333333334,0.25270061728395066
31496,2019,conforming,male,preapproved,type1,p1,l1,nopc,non_business,86500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,98000.0,sb,pr,home,1u,5280.0,cib,671,cib,55-64,not_inst,88.26530612,north,direct,1,11.0,0.06104046242774566,240.27777777777777,0.04550715488215488
127247,2019,conforming,male,no_preapproval,type1,p3,l1,nopc,non_business,386500,3.875,0.3317,4831.1,360.0,no,no,not_lpsm,498000.0,sb,pr,home,1u,4860.0,exp,821,cib,25-34,not_inst,77.61044177,north,direct,0,32.0,0.012574385510996119,1073.611111111111,0.2209076360310928
79894,2019,conforming,female,no_preapproval,type1,p4,l1,nopc,non_business,576500,3.875,0.1944,0.0,360.0,no,no,not_lpsm,1258000.0,sb,pr,home,2u,6000.0,crif,805,cib,55-64,not_inst,45.82670906,north,direct,0,45.0,0.010407632263660017,1601.388888888889,0.26689814814814816
67874,2019,conforming,joint,preapproved,type1,p1,l1,nopc,non_business,236500,3.99,0.3773,4640.0,360.0,no,no,not_lpsm,298000.0,sb,pr,home,1u,6060.0,crif,736,exp,25-34,to_inst,79.36241611,south,direct,0,8.0,0.02562367864693446,656.9444444444445,0.10840667400073341
153230,2019,conforming,male,no_preapproval,type1,p1,l1,nopc,non_business,466500,3.99,0.3858,2555.5550000000003,360.0,no,no,lpsm,418000.0,sb,pr,home,1u,6240.0,equi,854,exp,35-44,not_inst,75.11160714,north,direct,1,39.0,0.013376205787781351,1295.8333333333333,0.20766559829059827
103436,2019,conforming,sex not available,no_preapproval,type1,p1,l1,nopc,non_business,156500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,158000.0,sb,pr,home,1u,2040.0,cib,828,cib,<25,to_inst,99.05063291,south,direct,1,43.0,0.013035143769968052,434.72222222222223,0.21309912854030502
106483,2019,conforming,joint,no_preapproval,type1,p1,l1,nopc,non_business,346500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,418000.0,sb,pr,home,1u,3900.0,equi,757,exp,25-34,not_inst,75.11160714,north,direct,1,39.0,0.011255411255411256,962.5,0.2467948717948718
168888,2019,conforming,sex not available,no_preapproval,type2,p4,l1,nopc,business,256500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,408000.0,sb,pr,home,1u,2580.0,exp,746,cib,45-54,to_inst,62.86764706,south,direct,1,19.0,0.010058479532163742,712.5,0.2761627906976744
118280,2019,conforming,sex not available,preapproved,type1,p1,l1,nopc,non_business,356500,3.25,0.032,0.0,240.0,no,no,not_lpsm,828000.0,sb,pr,home,1u,11280.0,exp,797,cib,35-44,to_inst,43.05555556,south,direct,0,23.0,0.03164095371669004,1485.4166666666667,0.13168587470449172
76652,2019,conforming,sex not available,no_preapproval,type1,p3,l1,nopc,non_business,176500,4.375,0.6817,4606.0,240.0,yes,no,not_lpsm,218000.0,sb,pr,home,1u,3120.0,crif,674,exp,55-64,to_inst,80.96330275,south,direct,0,32.0,0.017677053824362608,735.4166666666666,0.23571047008547008
147380,2019,conforming,sex not available,no_preapproval,type1,p4,l1,nopc,non_business,396500,3.99,0.3858,2555.5550000000003,180.0,yes,no,not_lpsm,558000.0,sb,pr,home,1u,6660.0,crif,657,cib,25-34,to_inst,71.05734767,south,direct,1,48.0,0.016796973518284995,2202.777777777778,0.3307474140807474
156501,2019,conforming,joint,no_preapproval,type2,p3,l1,nopc,business,436500,4.125,0.6055,5341.76,360.0,no,no,not_lpsm,508000.0,sb,pr,home,1u,6600.0,cib,850,exp,55-64,to_inst,85.92519685,central,direct,0,30.0,0.015120274914089347,1212.5,0.18371212121212122
36479,2019,conforming,sex not available,no_preapproval,type1,p4,l1,nopc,non_business,366500,3.375,0.4489,5814.5,240.0,no,no,not_lpsm,608000.0,sb,pr,home,1u,8640.0,exp,544,exp,25-34,to_inst,60.27960526,south,direct,0,40.0,0.023574351978171898,1527.0833333333333,0.1767457561728395
96659,2019,conforming,male,no_preapproval,type1,p4,l1,nopc,non_business,726500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,418000.0,sb,pr,home,1u,9480.0,equi,747,exp,35-44,not_inst,75.11160714,north,direct,1,39.0,0.013048864418444597,2018.0555555555557,0.2128750586029067
78447,2019,conforming,sex not available,no_preapproval,type1,p4,l1,nopc,non_business,296500,4.75,0.1634,0.0,360.0,yes,no,not_lpsm,408000.0,sb,pr,home,1u,5520.0,exp,634,exp,25-34,to_inst,72.67156863,south,direct,0,37.0,0.018617200674536257,823.6111111111111,0.1492049114331723
61527,2019,conforming,female,no_preapproval,type1,p1,l1,nopc,non_business,206500,3.875,0.569,196.48,360.0,no,no,not_lpsm,218000.0,sb,pr,home,1u,2520.0,exp,712,cib,45-54,not_inst,94.72477064,north,direct,0,38.0,0.012203389830508475,573.6111111111111,0.22762345679012344
103154,2019,conforming,sex not available,no_preapproval,type2,p1,l1,nopc,business,366500,3.99,0.3858,2555.5550000000003,360.0,no,no,lpsm,418000.0,sb,pr,home,1u,8520.0,equi,685,exp,45-54,not_inst,75.11160714,north,direct,1,39.0,0.023246930422919507,1018.0555555555555,0.11949008868022952
103654,2019,conforming,joint,no_preapproval,type1,p4,l1,nopc,non_business,216500,3.99,0.302,3150.77,360.0,no,no,not_lpsm,278000.0,sb,pr,home,1u,7440.0,cib,623,exp,55-64,to_inst,77.87769784,north,direct,0,36.0,0.034364896073903,601.3888888888889,0.08083183990442055
129997,2019,conforming,male,no_preapproval,type1,p4,l1,nopc,non_business,206500,3.99,0.1589,5992.62,360.0,no,no,not_lpsm,258000.0,sb,pr,home,1u,4680.0,cib,861,cib,55-64,to_inst,80.03875969,north,direct,0,20.0,0.022663438256658595,573.6111111111111,0.1225664767331434
128189,2019,conforming,joint,no_preapproval,type1,p1,l1,nopc,non_business,336500,3.99,0.3858,2555.5550000000003,360.0,no,no,not_lpsm,418000.0,sb,pr,home,1u,6600.0,equi,819,exp,45-54,not_inst,75.11160714,north,direct,1,39.0,0.01961367013372957,934.7222222222222,0.14162457912457913
31224,2019,conforming,male,no_preapproval,type1,p3,l1,nopc,non_business,116500,3.99,1.44,3429.19,180.0,no,no,not_lpsm,268000.0,sb,pr,home,1u,4020.0,exp,541,cib,45-54,to_inst,43.47014925,north,direct,0,39.0,0.03450643776824034,647.2222222222222,0.16100055279159756
102336,2019,conforming,joint,no_preapproval,type1,p4,l1,nopc,non_business,256500,3.625,-0.0925,1181.47,360.0,no,no,not_lpsm,328000.0,sb,pr,home,1u,6480.0,cib,744,exp,35-44,not_inst,78.20121951,south,direct,0,43.0,0.02526315789473684,712.5,0.1099537037037037
111599,2019,conforming,sex not available,no_preapproval,type3,p4,l1,nopc,non_business,276500,3.25,-0.3875,1937.7,360.0,no,no,not_lpsm,408000.0,sb,pr,home,1u,5820.0,crif,508,cib,65-74,to_inst,67.76960784,south,direct,0,39.0,0.02104882459312839,768.0555555555555,0.13196830851470026
121522,2019,conforming,female,no_preapproval,type1,p3,l1,nopc,non_business,366500,3.99,0.4063,850.0,360.0,no,yes,not_lpsm,478000.0,sb,pr,home,1u,5940.0,crif,856,cib,45-54,to_inst,76.67364017,north,direct,0,31.0,0.016207366984993178,1018.0555555555555,0.17138982416760196
151718,2019,conforming,female,no_preapproval,type1,p4,l1,nopc,non_business,296500,3.875,-0.3048,4500.0,360.0,no,no,not_lpsm,478000.0,sb,pr,home,1u,4500.0,crif,707,cib,45-54,not_inst,62.0292887,north,direct,0,46.0,0.01517706576728499,823.6111111111111,0.18302469135802468
